Distance,Speed
1355.9144517392695,157
1359.6869444444444,153
1365.9980555555555,142
1367.0942826017622,137
1375.6551093633254,133
1376.0313888888888,129
1385.2091666666668,118
1387.3593557080146,115
1392.7905700607805,112
1394.8980555555556,109
1400.7022222222222,105
1402.1144795448902,102
1407.5660384093874,100
1410.5022222222224,98
1418.1429047091126,96
1419.9022222222225,94
1422.183889911769,92
1425.9022222222225,90
1428.7469647529656,91
1431.0688888888892,93
1432.9435909383483,94
1437.4688888888893,96
1439.9258392728973,97
1446.0097681799814,98
1446.2963888888892,99
1449.511992219466,103
1455.896388888889,108
1457.4423421697572,110
1460.9186111111112,113
1463.2340045567228,117
1470.2344833742004,121
1473.4186111111112,125
1479.1075,128
1481.657615031535,132
1486.6630555555557,136
1494.1585370241637,139
1494.6075,143
1503.0519444444444,152
1507.001343916166,157
1510.2519444444445,162
1521.337968199187,168
1523.8630555555555,175
1531.3048907648267,177
1531.8630555555555,180
1542.3075,188
1548.2972087612984,194
1555.6408333333331,200
1569.6322623233766,201
1571.4297222222222,203
1585.829722222222,216
1588.8081529204308,218
1595.6074999999998,220
1605.6519444444443,226
1610.0306136434576,227
1622.8988303247306,229
1623.618611111111,231
1633.5013000349936,236
1647.718611111111,241
1656.4060641451083,242
1658.5186111111109,243
1674.5592465502648,248
1683.9186111111107,254
1691.7457559623683,257
1709.8463888888887,260
1720.819888158049,261
1732.6561654346042,263
1733.4019444444443,265
1746.2637659822358,268
1757.579722222222,272
1764.5165689555306,273
1781.4153944215182,274
1782.1130555555553,276
1795.4689394374616,278
1815.9894888649667,280
1819.9249999999997,283
1832.5027777777775,283
1836.444612301472,284
1848.3361111111108,285
1849.1341329352183,287
1870.8916666666664,290
1873.32117388237,290
1878.1844137135906,291
1883.8694444444443,292
1903.4694444444442,294
1904.2897591634185,295
1916.6249999999998,296
1920.662653776413,296
1933.125,297
1950.419557132103,297
1952.9916666666666,298
1976.325,300
1993.8840177953196,301
2006.625,303
2012.4572276195415,304
2037.125,305
2037.8897707906647,305
2053.208762611189,306
2068.5678980120383,306
2081.469444444445,307
2094.2137921186913,307
2112.2694444444446,308
2114.749992778449,308
2125.958333333333,308
2130.157169847152,308
2145.6125833295423,308
2146.5583333333334,309
2164.552187329484,309
2177.5583333333334,310
2185.2192819394477,310
2198.2250000000004,310
2205.9091699088112,310
2215.5027777777777,311
2219.737058101225,311
2239.6916666666666,311
2240.4688430614187,311
2253.513888888889,311
2261.2250094651295,311
2267.293888888889,312
2284.627222222222,312
2285.495251256998,312
2305.4938888888887,313
2319.4049999999997,313
2323.852661733222,313
2344.865232662182,314
2347.4049999999997,315
2381.617544369094,315
2382.4925,315
2399.9925000000003,315
2406.1160310623186,315
2417.4925,315
2427.1338449877617,315
2438.559166666667,316
2442.9666071538836,316
2463.136944444445,316
2475.852389497596,309
2487.1915373509396,302
2492.736944444445,296
2499.449185939582,280
2507.4036111111113,264
2514.7062713588202,250
2527.9086500093904,236
2529.603611111111,222
2539.964651723984,194
2550.0147222222226,167
2558.592472536948,158
2564.5988279764974,149
2565.681388888889,141
2571.1377996931756,128
2572.0702777777783,115
2581.4444308047614,105
2582.736944444445,96
2585.4760856687762,92
2588.670277777778,89
2590.2810308932744,85
2594.970277777778,81
2595.1664138282845,79
2600.103611111111,77
2601.1214430617274,75
2604.159166666667,73
2605.841567180403,70
2608.692695071472,67
2609.9369444444446,65
2613.197182526972,63
2613.381388888889,62
2616.117821700223,60
2617.8925,58
2621.641625044379,58
2621.8258333333333,59
2625.197777777778,61
2625.716478332373,61
2628.3898906882296,61
2629.2644444444445,61
2632.331111111111,69
2634.925349246428,70
2635.5311111111114,72
2641.0644444444447,83
2642.305410549413,86
2649.089444444445,90
2649.3445827604564,91
2655.2894444444446,93
2658.7465297271697,94
2660.622777777778,96
2663.578427650477,96
2664.933888888889,97
2669.3338888888893,99
2669.6103490885225,99
2672.934998846914,99
2676.000555555556,100
2681.722777777778,103
2683.8528356111833,121
2726.511666666667,139
2728.4919461656464,143
2738.022777777778,148
2740.195255173055,154
2752.3579487115185,160
2752.8672222222226,167
2762.145,167
2772.422777777778,185
2774.982396471169,187
2780.8227777777774,189
2790.0315562591636,193
2791.7672222222222,197
2803.8555116719062,204
2812.867222222222,211
2823.120554392776,215
2832.422777777778,220
2842.422777777778,225
2842.9905866878285,228
2860.3894444444445,231
2860.9785296684227,235
2876.322777777778,239
2876.9265609746985,241
2889.077600071203,243
2900.7547222222224,245
2902.9113903640646,248
2928.4943182959482,252
2937.7325,256
2945.6777851051147,257
2949.199166666667,258
2960.799166666667,261
2964.5330464153726,264
2990.540000000001,267
2991.287702388784,268
3006.281814524096,269
3008.540000000001,270
3020.6288888888894,272
3022.9040517378885,273
3032.806666666667,274
3042.820694832089,276
3057.606666666667,279
3063.0754575092433,280
3082.6733333333336,282
3091.2288527990027,282
3104.684444444445,283
3106.9745128715117,284
3117.351111111112,285
3130.1066666666675,287
3134.03521237028,288
3148.544047206081,289
3152.662222222223,290
3163.0842117132424,290
3168.82888888889,291
3185.051111111112,292
3189.03014557259,292
3202.034986711692,292
3211.095555555556,293
3216.7486993290117,294
3237.406666666667,296
3249.6812279176793,296
3270.406666666667,297
3276.1279607132155,298
3290.3400000000006,299
3304.4018272980265,299
3317.7393790119527,299
3323.6733333333336,300
3339.5155925692275,301
3347.1622222222227,302
3352.9669669846094,302
3363.995555555556,303
3380.828888888889,303
3386.6441325547485,303
3411.2288888888893,304
3411.990826202008,304
3424.784444444445,305
3430.7153203804683,305
3438.2552777777782,305
3458.5886111111117,305
3461.2152932741033,305
3482.310833333334,305
3483.2421634529333,304
3501.8547159328496,304
3516.173055555556,304
3528.6492991796085,299
3532.561944444445,295
3544.5117668965204,268
3556.661944444445,241
3566.9286111111114,231
3571.1996857349895,220
3583.184166666667,209
3591.2347763163793,202
3603.626271164953,195
3604.184166666667,189
3612.184166666667,180
3612.625215654281,177
3622.168860165044,174
3625.484166666667,171
3631.4444532063303,168
3640.1508333333336,165
3641.464733453227,164
3652.2609203356515,163
3661.7508333333335,162
3663.0608823157118,162
3670.806388888889,163
3678.4683129438818,163
3683.4841666666666,163
3687.488809618055,162
3694.681729849449,162
3696.0841666666665,162
3703.3730555555558,164
3709.304197092123,165
3718.2175,167
3726.2953165723325,170
3737.5508333333337,174
3742.906692020567,175
3745.4175,177
3756.7053897971205,177
3765.084166666667,177
3768.440436012034,176
3774.806388888889,175
3776.2232930363907,176
3784.6397222222226,177
3792.6397222222226,180
3800.410704526162,184
3807.339722222223,189
3817.7329046256696,194
3824.9733333333343,199
3825.59771453278,201
3838.2541460242314,204
3838.7733333333344,207
3855.0869444444456,209
3858.0770380271365,213
3864.7758333333345,218
3870.3804481437783,221
3877.9898819891614,224
3882.43138888889,227
3894.5094573832052,228
3895.1536111111127,229
3904.958852051268,232
3917.0214228150744,235
3919.053611111113,239
3929.237217038071,244
3949.486944444446,249
3952.9292403683544,251
3969.2425000000017,254
3980.5758333333347,255
3982.6446475932876,257
4003.6869444444465,260
4013.1396995950226,262
4027.2425000000017,265
4033.844865289811,266
4050.2353777226062,267
4054.042500000002,268
4065.998055555557,269
4072.6482048304833,268
4077.8647222222244,267
4097.231388888891,249
4100.512518899667,244
4110.564722222224,240
4111.167707203609,242
4129.542500000002,244
4138.35569605006,245
4140.475833333337,246
4154.791791350849,246
4159.686944444446,247
4168.623791822623,247
4173.409166666669,247
4228.009166666669,189
4229.395364508239,181
4236.72113519734,173
4237.175833333336,165
4244.242500000003,160
4244.701828475111,151
4254.358033827671,142
4256.064722222225,133
4260.564906781471,129
4266.611251382296,125
4266.943055555558,122
4273.16277990704,119
4277.254166666669,116
4279.383638443982,112
4284.637619144233,108
4287.754166666669,105
4293.555535091044,102
4295.454166666669,99
4298.912392476971,97
4300.787500000002,96
4305.162505617471,94
4305.954166666669,93
4309.218376884147,92
4311.009722222225,91
4313.767075580197,91
4318.345659050184,91
4322.254166666669,92
4323.013199922585,93
4326.476388888891,95
4331.051860628947,96
4331.920833333335,98
4338.089986057236,102
4339.054166666669,107
4345.216015264247,112
4353.5738734865745,117
4353.965277777779,122
4361.2430555555575,131
4362.336967826088,134
4367.376388888891,138
4373.554166666669,139
4375.436917261898,138
4379.687500000002,138
4384.617765642402,137
4387.298611111113,137
4394.978513065857,134
4400.3986111111135,131
4406.389421357503,129
4412.012977100498,128
4414.509722222224,127
4421.56527777778,127
4421.885298906378,127
4426.178083149307,128
4428.7319444444465,129
4432.665006024865,129
4434.509722222224,130
4441.383337312155,130
4441.787500000002,131
4447.7430555555575,134
4448.121780219307,136
4460.64200977911,138
4461.843055555558,141
4467.885423135496,143
4468.247222222225,145
4474.647222222225,144
4477.478599379199,143
4481.0027777777805,143
4486.089788420526,141
4490.308055555558,139
4500.585133365393,138
4505.840820844249,137
4508.441388888891,136
4517.609217982412,134
4518.708055555558,132
4532.008055555558,133
4532.345566441623,134
4539.158036374152,135
4544.185833333336,137
4546.0808498657125,138
4550.408055555558,140
4557.112625408647,142
4563.296944444447,145
4567.91384455658,148
4575.785006643473,152
4577.163611111114,156
4584.408055555558,163
4585.757035091307,167
4597.36778065917,171
4601.908055555558,175
4610.041388888892,183
4612.583440203694,185
4622.1429563956235,188
4633.137244408764,191
4633.752500000002,194
4645.141388888891,205
4645.663933146843,208
4654.5636111111135,212
4668.506319209477,216
4671.674722222225,220
4681.053467244818,223
4693.865531174753,226
4694.574722222224,229
4707.574722222224,234
4714.795831889131,237
4728.996944444447,241
4729.605787992446,243
4742.608055555557,245
4744.605309890216,247
4757.153815494158,249
4767.708055555558,251
4782.258029531919,250
4795.374722222225,249
4798.830590039994,249
4809.2080555555585,249
4822.972222222225,249
4826.478726852984,248
4839.507500000003,247
4840.19649909692,248
4853.340833333337,249
4863.713100963919,249
4864.407500000004,249
4884.007500000004,252
4895.895239918726,251
4904.26147796797,251
4914.685277777782,251
4926.394901383024,250
4931.351944444449,250
4950.796388888893,250
4956.443766150464,236
4965.663055555559,223
4975.57416666667,223
4979.629380625777,214
4986.963055555559,205
4989.639826526472,199
5006.263055555559,193
5012.287713585274,193
5020.955515841642,193
5023.418611111114,193
5031.280575643127,171
5031.696388888892,149
5037.429722222226,129
5037.745962605706,127
5043.029722222226,126
5044.733136317038,125
5051.296388888893,124
5058.275298279562,122
5060.629722222226,120
5064.246422029537,120
5072.629722222226,120
5072.93357042432,121
5081.125688886753,122
5082.196388888892,123
5089.508523080886,125
5092.07416666667,127
5103.097624738518,132
5104.340833333336,138
5113.90477185279,143
5120.869425059278,148
5123.040833333336,153
5130.063055555559,158
5140.792223827116,163
5143.207500000003,169
5146.630516349789,172
5154.611644573439,175
5157.129722222226,179
5165.212222222225,183
5167.843981564177,186
5177.864722222225,189
5180.571986099283,192
5192.780826866017,195
5193.342500000003,199
5201.80208764699,201
5202.364722222225,203
5213.029920936823,203
5215.898055555559,203
5225.3202777777815,212
5227.1079224232335,214
5228.302108341212,215
