Distance,Speed
3770.7045508489587,191
3777.6516666666666,191
3779.1893894762784,191
3788.262777777778,191
3796.7961111111113,192
3804.9054011874923,194
3812.040555555556,196
3822.6664021408646,199
3830.0286111111113,203
3830.6623073041783,205
3843.5566766227594,208
3844.095277777778,211
3861.2675,220
3864.3400760568084,221
3871.1341666666663,222
3876.793749302059,224
3884.4603615553315,226
3888.9452777777774,229
3901.181233406701,230
3901.8341666666665,232
3911.7703811994115,235
3923.9799579431046,238
3926.0341666666664,242
3936.31640164829,246
3956.711944444444,251
3960.173635229168,253
3976.5452777777773,255
3987.8786111111103,255
3989.953713443149,258
4011.167499999999,262
4020.6952954521043,264
4034.9008333333327,267
4041.553189753737,268
4058.067786112658,269
4061.9008333333327,270
4073.945277777777,271
4080.6870730109085,272
4086.078611111111,273
4107.389722222222,274
4111.136843502614,275
4122.723055555554,276
4123.415415192243,277
4144.345277777777,278
4154.326380865912,278
4156.700833333333,278
4172.36926444631,273
4177.623055555555,269
4187.106367691578,264
4192.067499999999,260
4240.600833333333,168
4241.893747814245,163
4248.796338693865,159
4249.211944444444,155
4255.571944444444,144
4256.008067353788,142
4266.224468582242,141
4268.016388888888,140
4272.509971874551,132
4278.224463219087,125
4278.538055555555,118
4284.426560318844,114
4288.315833333332,110
4290.34684374547,107
4295.38535958882,104
4298.415833333333,101
4304.153536970626,99
4306.038055555555,98
4309.467861770788,97
4311.371388888888,96
4316.011953669057,97
4316.871388888888,99
4320.463839210918,100
4322.482499999999,101
4325.667217140044,103
4331.136824038958,106
4335.804722222221,109
4336.705730654756,111
4340.826944444443,113
4346.429893387158,116
4347.49361111111,120
4354.947868831682,124
4356.09361111111,129
4363.2975789905595,132
4372.6592788639755,135
4373.082499999999,139
4380.69361111111,137
4381.787953869775,136
4386.69361111111,135
4392.560277777777,132
4394.349830188327,131
4398.382499999999,131
4402.977685072465,129
4405.49361111111,128
4412.929666312804,128
4418.39361111111,129
4424.648972338259,131
4430.6888698595585,133
4433.39361111111,135
4441.115833333332,139
4441.469487615793,140
4446.239215848869,141
4449.060277777777,143
4453.357131444942,143
4455.415833333333,143
4463.442798124674,148
4463.915833333333,153
4470.7602777777765,154
4471.18157731698,151
4484.250143675362,149
4485.460277777776,147
4491.502678502995,146
4491.8644444444435,145
4498.264444444443,144
4501.065475028485,142
4504.53111111111,141
4509.524441845601,139
4513.7024999999985,137
4524.179785871773,138
4529.714884676711,139
4532.502499999999,141
4542.611483703559,143
4543.8580555555545,146
4559.458055555555,156
4559.859898124376,158
4568.001734680964,161
4574.035833333332,164
4576.313738917845,166
4581.546944444444,169
4589.84852124756,174
4597.546944444444,180
4603.233377341407,183
4612.845297441448,187
4614.524722222222,191
4623.324722222223,198
4624.954165529913,201
4638.851730753651,205
4644.224722222222,209
4653.780277777778,215
4656.763666412599,217
4667.986848113624,220
4680.701283582177,223
4681.4025,226
4694.235833333334,231
4694.821915568474,234
4704.769166666667,237
4720.06269098241,239
4723.5136111111115,241
4733.706000939782,243
4747.551035246831,245
4748.313611111112,248
4762.2025,250
4769.805697683095,251
4784.602500000001,252
4785.236081007648,253
4798.713611111111,254
4800.759675952004,254
4813.447189967415,254
4824.113611111111,254
4839.020811882375,255
4852.558055555556,256
4856.12494507395,256
4866.835833333334,257
4881.097500000001,258
4884.789569482218,260
4898.636944444445,262
4899.364380189126,262
4913.192500000001,262
4924.205671431554,263
4924.925833333334,264
4944.136944444444,247
4955.248695572363,242
4962.938305065485,238
4972.736944444444,234
4983.974398374852,234
4988.336944444444,234
5002.570277777777,183
5006.646661802817,171
5013.170277777777,159
5019.436944444444,141
5022.043361201958,137
5026.881388888888,134
5028.6553038077855,130
5039.581388888888,127
5043.372359987061,126
5048.883161525631,125
5050.60361111111,124
5056.851676197185,121
5057.214722222221,119
5062.548055555554,120
5062.854422978557,122
5068.10361111111,125
5069.836732061198,127
5076.703611111109,129
5084.411489415122,131
5087.125833333332,134
5091.414991839731,140
5101.8258333333315,147
5102.2118043884875,151
5112.8425914762765,155
5114.270277777776,160
5124.231930521514,166
5127.725833333331,173
5142.510391996312,179
5144.1702777777755,185
5156.935211659998,191
5166.1423484159795,197
5168.981388888887,203
5178.003611111109,203
5190.812873898387,201
5193.559166666665,200
5197.376794021421,198
5206.019464081181,196
5208.725833333332,195
5217.338333333331,195
5220.068597176396,192
5221.3993944026015,191
